divisie,team1,team2,datum,scheidsrechter,stadion,bezoekersaantal,uitslag,overtredingen
Hoofdklasse,Amsterdamsche Hockey & Bandey Club,UHC Rinsumageast,05/12/2024,Koret,Angeren Stadion,21383,6-5,1
Hoofdklasse,Amsterdamsche Hockey & Bandey Club,HC Holten,02/12/2024,van Dongen,Haule Arena,10789,3-8,0
Hoofdklasse,Amsterdamsche Hockey & Bandey Club,UHC Hazerswoude-Dorp,13/12/2024,Koret,Terband Park,22584,6-8,0
Hoofdklasse,HC Sint-Michielsgestel,Krommenie UHC,07/12/2024,van de Klashorst,Reeuwijk Olympic Stadium,9587,8-8,4
Hoofdklasse,HC Sint-Michielsgestel,Leutingewolde HC,21/12/2024,Wooning,Terband Park,17725,2-4,0
Hoofdklasse,HC Sint-Michielsgestel,Waterloo Ducks,30/12/2024,Stamrood,Putte Olympic Stadium,17630,5-2,3
Hoofdklasse,HC Sint-Michielsgestel,Middelstum HC,25/12/2024,van Dongen,Putte Olympic Stadium,7762,2-6,10
Hoofdklasse,HC Sint-Michielsgestel,Amsterdamsche Hockey & Bandey Club,25/12/2024,van de Klashorst,Sweikhuizen Olympic Stadium,17938,7-4,2
Hoofdklasse,HC Sint-Michielsgestel,Sint-Michielsgestel HC,05/12/2024,Mallien,Gelselaar Park,15845,3-2,6
Hoofdklasse,HC Sint-Michielsgestel,Kampong,20/12/2024,Verbruggen,Hoogblokland Olympic Stadium,2875,8-1,4
Hoofdklasse,HC Sint-Michielsgestel,UHC Hamburg,13/12/2024,Verbruggen,Hertme Olympic Stadium,18663,0-6,3
Hoofdklasse,HC Sint-Michielsgestel,HOC Gazellen-Combinatie,24/12/2024,Verbruggen,Wijdenes Park,9644,6-1,6
Hoofdklasse,HC Sint-Michielsgestel,Anevelde HC,02/12/2024,Koret,Gelselaar Park,18218,3-7,20
Hoofdklasse,HC Sint-Michielsgestel,HC Gorinchem,15/12/2024,van de Klashorst,Hoogblokland Olympic Stadium,14350,0-8,0
Hoofdklasse,HC Sint-Michielsgestel,Hoorn HC,17/12/2024,Geldens,Rekken Olympic Stadium,1555,3-5,10
Hoofdklasse,HC Sint-Michielsgestel,Harvestehuder THC,15/12/2024,Verbruggen,Sweikhuizen Olympic Stadium,15895,4-4,5
Hoofdklasse,HC Sint-Michielsgestel,HC Leersum,05/12/2024,Stamrood,Meeuwen Stadium,18875,1-5,1
Hoofdklasse,HC Sint-Michielsgestel,Sint Kruis UHC,06/12/2024,Verbruggen,Helenaveen Stadion,5353,3-7,10
Hoofdklasse,HC Sint-Michielsgestel,UHC Vaassen,16/12/2024,Amalrada,Hoogblokland Olympic Stadium,24,2-7,4
Hoofdklasse,HC Sint-Michielsgestel,UHC Rinsumageast,02/12/2024,van Dongen,Sweikhuizen Olympic Stadium,24997,6-4,0
Hoofdklasse,HC Sint-Michielsgestel,HC Holten,23/12/2024,Mallien,Schardam Arena,2274,8-8,32
Hoofdklasse,HC Sint-Michielsgestel,UHC Hazerswoude-Dorp,13/12/2024,van de Klashorst,Lageland Stadium,14712,7-8,6
Hoofdklasse,Sint-Michielsgestel HC,Krommenie UHC,07/12/2024,van de Klashorst,Anloo Park,20122,5-1,1
Hoofdklasse,Sint-Michielsgestel HC,Leutingewolde HC,09/12/2024,Wooning,Anloo Park,25436,2-5,10
Hoofdklasse,Sint-Michielsgestel HC,Waterloo Ducks,20/12/2024,Geldens,Gelselaar Park,13123,3-2,2
Hoofdklasse,Sint-Michielsgestel HC,Middelstum HC,19/12/2024,Mallien,Gelselaar Park,21841,1-0,2
Hoofdklasse,Sint-Michielsgestel HC,Amsterdamsche Hockey & Bandey Club,18/12/2024,van Dongen,Schardam Arena,6502,7-3,0
Hoofdklasse,Sint-Michielsgestel HC,HC Sint-Michielsgestel,13/12/2024,van Dongen,Anloo Park,20478,0-5,4
Hoofdklasse,Sint-Michielsgestel HC,Kampong,23/12/2024,Koret,Angeren Stadion,13484,7-2,3
Hoofdklasse,Sint-Michielsgestel HC,UHC Hamburg,25/12/2024,Geldens,Sweikhuizen Olympic Stadium,9238,4-1,2
Hoofdklasse,Sint-Michielsgestel HC,HOC Gazellen-Combinatie,02/12/2024,Amalrada,Mierlo Stadium,27643,4-6,4
Hoofdklasse,Sint-Michielsgestel HC,Anevelde HC,28/12/2024,van de Klashorst,Anloo Park,3435,5-5,1
Hoofdklasse,Sint-Michielsgestel HC,HC Gorinchem,11/12/2024,van de Klashorst,Rekken Olympic Stadium,9658,5-0,7
Hoofdklasse,Sint-Michielsgestel HC,Hoorn HC,13/12/2024,Mallien,Rekken Olympic Stadium,2035,3-4,1
Hoofdklasse,Sint-Michielsgestel HC,Harvestehuder THC,06/12/2024,Wooning,Reeuwijk Olympic Stadium,7129,4-2,1
Hoofdklasse,Sint-Michielsgestel HC,HC Leersum,08/12/2024,Wooning,Angeren Stadion,17765,3-5,0
Hoofdklasse,Sint-Michielsgestel HC,Sint Kruis UHC,13/12/2024,Wooning,Hoogblokland Olympic Stadium,504,0-8,96
Hoofdklasse,Sint-Michielsgestel HC,UHC Vaassen,17/12/2024,Koret,Lageland Stadium,29273,7-4,0
Hoofdklasse,Sint-Michielsgestel HC,UHC Rinsumageast,22/12/2024,Wooning,Alteveer Olympic Stadium,12922,8-0,10
Hoofdklasse,Sint-Michielsgestel HC,HC Holten,30/12/2024,van de Klashorst,Haule Arena,15786,6-7,6
Hoofdklasse,Sint-Michielsgestel HC,UHC Hazerswoude-Dorp,13/12/2024,Amalrada,Hertme Olympic Stadium,13572,2-6,0
Hoofdklasse,Kampong,Krommenie UHC,20/12/2024,Wooning,Mierlo Stadium,28859,4-6,8
Hoofdklasse,Kampong,Leutingewolde HC,13/12/2024,van de Klashorst,Sweikhuizen Olympic Stadium,18692,8-1,3
Hoofdklasse,Kampong,Waterloo Ducks,01/12/2024,Wooning,Sweikhuizen Olympic Stadium,27682,6-5,1
Hoofdklasse,Kampong,Middelstum HC,27/12/2024,van Dongen,Reeuwijk Olympic Stadium,2590,4-0,40
Hoofdklasse,Kampong,Amsterdamsche Hockey & Bandey Club,06/12/2024,van Dongen,Angeren Stadion,26399,3-7,8
Hoofdklasse,Kampong,HC Sint-Michielsgestel,26/12/2024,van Dongen,Lageland Stadium,7066,2-7,3
Hoofdklasse,Kampong,Sint-Michielsgestel HC,19/12/2024,Geldens,Reeuwijk Olympic Stadium,4343,5-7,0
Hoofdklasse,Kampong,UHC Hamburg,24/12/2024,van Dongen,Lageland Stadium,15443,4-8,7
Hoofdklasse,Kampong,HOC Gazellen-Combinatie,03/12/2024,van Dongen,Buitenkaag Stadion,3916,0-3,2
Hoofdklasse,Kampong,Anevelde HC,05/12/2024,Stamrood,Angeren Stadion,834,8-8,9
Hoofdklasse,Kampong,HC Gorinchem,13/12/2024,Wooning,Angeren Stadion,2524,5-5,3
Hoofdklasse,Kampong,Hoorn HC,14/12/2024,Amalrada,Lageland Stadium,18734,3-4,1
Hoofdklasse,Kampong,Harvestehuder THC,13/12/2024,Verbruggen,Helenaveen Stadion,29384,4-8,5
Hoofdklasse,Kampong,HC Leersum,17/12/2024,Geldens,Hoogblokland Olympic Stadium,13636,2-6,1
Hoofdklasse,Kampong,Sint Kruis UHC,05/12/2024,Stamrood,Mierlo Stadium,5294,6-7,0
Hoofdklasse,Kampong,UHC Vaassen,14/12/2024,Mallien,Lageland Stadium,24153,4-8,6
Hoofdklasse,Kampong,UHC Rinsumageast,03/12/2024,van Dongen,Hoogblokland Olympic Stadium,4535,4-4,6
Hoofdklasse,Kampong,HC Holten,23/12/2024,van de Klashorst,Reeuwijk Olympic Stadium,5217,4-7,2
Hoofdklasse,Kampong,UHC Hazerswoude-Dorp,21/12/2024,van de Klashorst,Meeuwen Stadium,26147,1-3,6
Hoofdklasse,UHC Hamburg,Krommenie UHC,05/12/2024,Wooning,Buitenkaag Stadion,8897,1-5,75
Hoofdklasse,UHC Hamburg,Leutingewolde HC,02/12/2024,Verbruggen,Sweikhuizen Olympic Stadium,26049,5-6,3
Hoofdklasse,UHC Hamburg,Waterloo Ducks,04/12/2024,Koret,Hoogblokland Olympic Stadium,8783,7-6,1
Hoofdklasse,UHC Hamburg,Middelstum HC,16/12/2024,van Dongen,Lageland Stadium,2182,1-7,10
Hoofdklasse,UHC Hamburg,Amsterdamsche Hockey & Bandey Club,10/12/2024,Koret,Reeuwijk Olympic Stadium,22870,7-2,0
Hoofdklasse,UHC Hamburg,HC Sint-Michielsgestel,24/12/2024,Koret,Reeuwijk Olympic Stadium,6361,8-5,0
Hoofdklasse,UHC Hamburg,Sint-Michielsgestel HC,04/12/2024,Wooning,Wijdenes Park,10992,0-2,2
Hoofdklasse,UHC Hamburg,Kampong,26/12/2024,van Dongen,Meeuwen Stadium,29063,0-2,1
Hoofdklasse,UHC Hamburg,HOC Gazellen-Combinatie,18/12/2024,van de Klashorst,Alteveer Olympic Stadium,24121,8-0,32
Hoofdklasse,UHC Hamburg,Anevelde HC,13/12/2024,van Dongen,Lageland Stadium,21940,2-7,0
Hoofdklasse,UHC Hamburg,HC Gorinchem,13/12/2024,Mallien,Hertme Olympic Stadium,2097,5-5,2
Hoofdklasse,UHC Hamburg,Hoorn HC,05/12/2024,Wooning,Helenaveen Stadion,15289,4-3,4
Hoofdklasse,UHC Hamburg,Harvestehuder THC,04/12/2024,van de Klashorst,Haule Arena,620,7-4,3
Hoofdklasse,UHC Hamburg,HC Leersum,19/12/2024,Geldens,Lageland Stadium,5006,6-4,2
Hoofdklasse,UHC Hamburg,Sint Kruis UHC,18/12/2024,van de Klashorst,Meeuwen Stadium,15181,4-8,3
Hoofdklasse,UHC Hamburg,UHC Vaassen,20/12/2024,Stamrood,Haule Arena,13089,3-0,5
Hoofdklasse,UHC Hamburg,UHC Rinsumageast,21/12/2024,Verbruggen,Sweikhuizen Olympic Stadium,14093,7-8,0
Hoofdklasse,UHC Hamburg,HC Holten,10/12/2024,Amalrada,Wijdenes Park,18323,2-7,10
Hoofdklasse,UHC Hamburg,UHC Hazerswoude-Dorp,08/12/2024,van Dongen,Mierlo Stadium,13372,5-7,7
Hoofdklasse,HOC Gazellen-Combinatie,Krommenie UHC,08/12/2024,van de Klashorst,Wijdenes Park,27679,8-3,2
Hoofdklasse,HOC Gazellen-Combinatie,Leutingewolde HC,02/12/2024,van de Klashorst,Mierlo Stadium,2853,8-5,4
Hoofdklasse,HOC Gazellen-Combinatie,Waterloo Ducks,15/12/2024,Geldens,Lageland Stadium,14606,7-4,4
Hoofdklasse,HOC Gazellen-Combinatie,Middelstum HC,08/12/2024,van Dongen,Meeuwen Stadium,13006,3-8,3
Hoofdklasse,HOC Gazellen-Combinatie,Amsterdamsche Hockey & Bandey Club,26/12/2024,Amalrada,Hertme Olympic Stadium,3972,8-4,8
Hoofdklasse,HOC Gazellen-Combinatie,HC Sint-Michielsgestel,03/12/2024,van Roijen,Hoogblokland Olympic Stadium,7831,0-2,77
Hoofdklasse,HOC Gazellen-Combinatie,Sint-Michielsgestel HC,04/12/2024,Verbruggen,Hoogblokland Olympic Stadium,9319,7-7,0
Hoofdklasse,HOC Gazellen-Combinatie,Kampong,04/12/2024,Geldens,Meeuwen Stadium,22813,6-8,4
Hoofdklasse,HOC Gazellen-Combinatie,UHC Hamburg,03/12/2024,Wooning,Helenaveen Stadion,27009,5-8,2
Hoofdklasse,HOC Gazellen-Combinatie,Anevelde HC,25/12/2024,Stamrood,Sweikhuizen Olympic Stadium,27419,2-7,2
Hoofdklasse,HOC Gazellen-Combinatie,HC Gorinchem,03/12/2024,van Dongen,Anloo Park,25408,0-2,0
Hoofdklasse,HOC Gazellen-Combinatie,Hoorn HC,01/12/2024,Verbruggen,Angeren Stadion,19320,0-7,9
Hoofdklasse,HOC Gazellen-Combinatie,Harvestehuder THC,04/12/2024,Mallien,Hertme Olympic Stadium,12775,7-0,2
Hoofdklasse,HOC Gazellen-Combinatie,HC Leersum,27/12/2024,Geldens,Mierlo Stadium,2968,0-7,77
Hoofdklasse,HOC Gazellen-Combinatie,Sint Kruis UHC,02/12/2024,Stamrood,Alteveer Olympic Stadium,24398,0-6,2
Hoofdklasse,HOC Gazellen-Combinatie,UHC Vaassen,01/12/2024,Wooning,Varsseveld Stadion,12288,1-4,2
Hoofdklasse,HOC Gazellen-Combinatie,UHC Rinsumageast,15/12/2024,Wooning,Schardam Arena,8625,3-4,6
Hoofdklasse,HOC Gazellen-Combinatie,HC Holten,03/12/2024,van de Klashorst,Putte Olympic Stadium,13007,6-0,0
Hoofdklasse,HOC Gazellen-Combinatie,UHC Hazerswoude-Dorp,02/12/2024,van Roijen,Terband Park,11614,3-0,3
Hoofdklasse,Anevelde HC,Krommenie UHC,21/12/2024,Amalrada,Wijdenes Park,5358,6-4,9
Hoofdklasse,Anevelde HC,Leutingewolde HC,08/12/2024,Stamrood,Anloo Park,17444,6-7,0
Hoofdklasse,Anevelde HC,Waterloo Ducks,01/12/2024,Wooning,Sweikhuizen Olympic Stadium,3168,6-6,3
Hoofdklasse,Anevelde HC,Middelstum HC,03/12/2024,Mallien,Gelselaar Park,1720,1-5,2
Hoofdklasse,Anevelde HC,Amsterdamsche Hockey & Bandey Club,04/12/2024,Wooning,Anloo Park,9538,2-2,5
Hoofdklasse,Anevelde HC,HC Sint-Michielsgestel,26/12/2024,van Roijen,Rekken Olympic Stadium,17138,3-1,0
Hoofdklasse,Anevelde HC,Sint-Michielsgestel HC,27/12/2024,Koret,Hertme Olympic Stadium,11108,1-3,9
Hoofdklasse,Anevelde HC,Kampong,30/12/2024,van Roijen,Buitenkaag Stadion,7591,0-4,6
Hoofdklasse,Anevelde HC,UHC Hamburg,24/12/2024,van de Klashorst,Putte Olympic Stadium,22416,4-4,3
Hoofdklasse,Anevelde HC,HOC Gazellen-Combinatie,30/12/2024,Koret,Putte Olympic Stadium,22538,7-6,7
Hoofdklasse,Anevelde HC,HC Gorinchem,23/12/2024,Verbruggen,Alteveer Olympic Stadium,10753,0-0,81
Hoofdklasse,Anevelde HC,Hoorn HC,12/12/2024,van de Klashorst,Buitenkaag Stadion,26564,8-0,2
Hoofdklasse,Anevelde HC,Harvestehuder THC,04/12/2024,Koret,Schardam Arena,18975,5-4,6
Hoofdklasse,Anevelde HC,HC Leersum,19/12/2024,Geldens,Angeren Stadion,7958,0-8,1
Hoofdklasse,Anevelde HC,Sint Kruis UHC,26/12/2024,Geldens,Rekken Olympic Stadium,2813,8-7,2
Hoofdklasse,Anevelde HC,UHC Vaassen,06/12/2024,Wooning,Lageland Stadium,6072,8-0,2
Hoofdklasse,Anevelde HC,UHC Rinsumageast,17/12/2024,Verbruggen,Rekken Olympic Stadium,18759,1-5,4
Hoofdklasse,Anevelde HC,HC Holten,29/12/2024,Koret,Lageland Stadium,5154,4-0,1
Hoofdklasse,Anevelde HC,UHC Hazerswoude-Dorp,29/12/2024,Geldens,Mierlo Stadium,25113,5-3,71
Hoofdklasse,HC Gorinchem,Krommenie UHC,06/12/2024,Verbruggen,Helenaveen Stadion,17066,6-5,6
Hoofdklasse,HC Gorinchem,Leutingewolde HC,09/12/2024,Koret,Angeren Stadion,15303,1-8,0
Hoofdklasse,HC Gorinchem,Waterloo Ducks,30/12/2024,van de Klashorst,Wijdenes Park,17855,0-6,8
Hoofdklasse,HC Gorinchem,Middelstum HC,09/12/2024,Geldens,Reeuwijk Olympic Stadium,9026,4-0,4
Hoofdklasse,HC Gorinchem,Amsterdamsche Hockey & Bandey Club,18/12/2024,Stamrood,Wijdenes Park,11210,2-4,2
Hoofdklasse,HC Gorinchem,HC Sint-Michielsgestel,30/12/2024,van Roijen,Gelselaar Park,17240,5-2,1
Hoofdklasse,HC Gorinchem,Sint-Michielsgestel HC,30/12/2024,van Roijen,Putte Olympic Stadium,19385,2-3,10
Hoofdklasse,HC Gorinchem,Kampong,20/12/2024,Verbruggen,Hertme Olympic Stadium,29542,0-3,3
Hoofdklasse,HC Gorinchem,UHC Hamburg,28/12/2024,Stamrood,Helenaveen Stadion,3151,3-5,4
